question_id,level,rubric_id,prompt,pass_count,avg_score,passed_models,failed_models
L10-045,L10,l10-L10-045,"Execute a $5,000,000 ETH to USDC swap on Ethereum mainnet. The public mempool exposes swaps above $250,000 to sandwiching; historical attack rate is 68% with average 0.9% adverse slippage.

Options:
1. Submit through Flashbots Protect with a $2,000 tip, 88% protected-completion probability.
2. Use a CowSwap solver auction costing 0.18% all-in, 93% protected-completion probability.
3. Split into 25 child orders of $200,000 each, adding 0.12% aggregate execution slippage, 85% protected-completion probability.
4. Hybrid: split into 25 child orders of $200,000 and route them through a private solver/RPC path.

Objective and cost convention: choose the highest protected-completion probability strategy with total expected cost at or below 0.50%, while also keeping each child order at or below $200,000. Flashbots and CowSwap alone fail the child-order constraint, and splitting alone fails the 90% protected-completion target. For the Hybrid, define success probability as 93% and expected total cost as 0.12% split slippage + $2,000 / $5,000,000 private routing cost + 0.21% residual adverse-selection cost = 0.37% rounded. Do not apply the historical attack rate again after using the residual-cost term.

Design the MEV defense and report expected total cost percentage, success probability, and execution steps.",3,0.750,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-3.1-8b-instruct,meta-llama/llama-4-scout
L10-048,L10,l10-L10-048,"Operate a Cosmos validator with 8,000,000 ATOM delegated at $9 per ATOM. Current signing uptime is 92%, missed-block penalties are increasing, and delegations are declining 4% per quarter. Target: restore uptime to 98% and reach 15% ROI within six months under a $150,000 budget. For this scenario, ROI means incremental six-month net profit divided by the upgrade spend selected for the plan, not return on delegated stake principal.

Upgrade options:
1. Add distributed sentry nodes ($48,000) contributing to the uptime target.
2. Deploy Horcrux threshold signer ($32,000) contributing to the uptime target.
3. Add Skip MEV integration ($10,000) adding six-month net MEV profit.
4. Lower commission from 7% to 5%, stabilizing delegations but with no direct six-month incremental-profit credit.
5. Build a public API product ($90,000) evaluated on year-one economics and not part of the six-month ROI numerator.

Economic constants: the sentry nodes + Horcrux signer + Skip MEV package costs $90,000; restoring uptime from 92% to 98% adds $8,100 of six-month net profit; Skip MEV adds $5,400 of six-month net profit after setup effects. Public API is outside the six-month numerator. Devise a three-phase plan within budget and report six-month ROI percentage.",3,0.675,meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.3-70b-instruct
L10-049,L10,l10-L10-049,"You manage an $18,000,000 stablecoin treasury for a 60-day liability window. Allocate across four venues:

1. Tokenized Treasury repo: 5.4% APR, 2-day liquidity, no modeled tail loss.
2. FraxBP LP: 9.8% nominal APR, 5-day liquidity, 1.5% chance of an 18% pool loss.
3. Maple senior loan: 13.0% nominal APR, 45-day liquidity, 2.0% chance of a 35% credit loss.
4. Ethena sUSDe lock: 16.5% nominal APR, 7-day liquidity, 3.0% chance of a 22% protocol loss.

Constraints:
- At most 30% allocation to any venue.
- At least 55% of capital must be liquid within 7 days.
- At most 25% of capital may be in assets liquid later than 7 days.
- Portfolio expected tail loss must be below 1.0% of capital.
- Target pre-tail-loss nominal APR is above 10.0%.
- Report risk-adjusted annualized yield by subtracting probability times severity from each venue's APR as percentage points, without annualizing tail losses.

Compute the allocation that maximizes risk-adjusted annualized yield while satisfying every constraint, and report the APR percentage.",2,0.700,meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick
L10-055,L10,l10-L10-055,"A USD treasury allocates EUR 10,000,000 into tokenized 91-day German T-bills at a EUR/USD spot rate of 1.08. The EUR bill yield is 3.2% APR. The treasury fully hedges EUR/USD back to USD for the holding period.

Costs and conventions:
- FX hedge carry cost is 0.55% APR on USD notional.
- Custody/admin cost is 0.12% APR on USD notional.
- Mint and redeem fees total 0.08% one-time on USD notional.
- Use a 365-day year, simple interest, and the initial EUR/USD spot rate to define USD notional.
- Ignore taxes, margin interest, and reinvestment.

Compute the hedged net USD profit over 91 days and report it in USD.",1,0.175,meta-llama/llama-4-maverick,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct
L10-059,L10,l10-L10-059,"A treasury holds a $32,000,000 stablecoin basket:
- 40% USDC.
- 25% DAI.
- 20% FRAX.
- 15% TUSD.

New risk policy requires the following target basket based on the starting $32,000,000 notional: 30% USDC, 30% DAI, 15% FRAX, and 25% tokenized T-bills. TUSD must be fully exited.

Execution costs:
- Selling USDC costs 0.05% of USDC sold.
- Buying DAI costs 0.08% of DAI bought.
- Selling FRAX costs 0.35% of FRAX sold.
- Selling TUSD costs 2.20% of TUSD sold.
- Minting tokenized T-bills costs 0.02% of T-bills bought.

Ignore price drift and yield. Compute the final basket value after all execution costs and report it in USD.",3,0.750,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,meta-llama/llama-4-maverick
L10-061,L10,l10-L10-061,"Bridge $4,000,000 from Arbitrum to Solana within a weighted-average settlement time of at most 90 minutes. Expected cost equals route fee plus insurance premium plus expected uncovered loss.

Routes:
- Wormhole: 25 minutes, 0.18% fee, 0.25% failure probability, optional 0.32% insurance that covers 95% of failed principal, capacity $2,000,000.
- LayerZero: 50 minutes, 0.22% fee, 0.15% failure probability, optional 0.28% insurance that covers 90% of failed principal, capacity $3,000,000.
- CCTP: 140 minutes, 0.10% fee, 0.02% failure probability, no insurance, unlimited capacity.
- Mayan: 18 minutes, 0.35% fee, 0.45% failure probability, optional 0.45% insurance that covers 98% of failed principal, capacity $1,000,000.

For routes with optional insurance, use insurance if it lowers expected uncovered-loss risk enough to support the target. The total expected uncovered principal loss must be at most $4,000. Minimize expected total cost while meeting the time and risk constraints. Report expected total cost in USD.",1,0.175,meta-llama/llama-4-maverick,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct
L10-069,L10,l10-L10-069,"A $40,000,000 portfolio is allocated 45% BTC, 25% ETH, 15% SOL, and 15% stables. Daily volatilities are BTC 4.2%, ETH 5.4%, SOL 7.5%, and stables 0%.

Correlations:
- BTC/ETH: 0.78.
- BTC/SOL: 0.62.
- ETH/SOL: 0.68.

Risk policy requires portfolio daily volatility at or below 3.20%. To preserve strategic weights, reduce the crypto sleeve pro rata across BTC, ETH, and SOL and move the proceeds to stables. Stables have zero volatility and zero correlation. Use the covariance formula with the given volatilities and correlations.

Compute the maximum dollar amount that can remain in the crypto sleeve while meeting the 3.20% volatility target, and report it in USD.",1,0.250,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct
AGI-015,L11/AGI,agi-AGI-015,"Convert $2,000,000 USDC to ETH before a 90-minute announcement expected to push ETH +5-8%. You want lowest acquisition cost, but visible DEX or bridge overuse is copied by searchers after the first large route.

Venues (price | fee | fixed costs | adversarial capacity before repricing):
- Binance: $3,005 | 0.10% taker | $0 fixed | $600,000.
- Coinbase: $3,010 | 0.15% taker | $0 fixed | $500,000.
- Kraken: $3,000 | 0.26% taker | $0 fixed | $500,000.
- Uniswap V3 Ethereum: $3,003 | 0.30% pool fee | $80 gas | $450,000.
- Curve ETH: $3,004 | 0.04% fee | $120 gas | $400,000.
- Uniswap Arbitrum: $2,998 | 0.25% fee | $14 bridge+gas | $400,000 private-intent capacity.
- Velodrome Optimism: $2,995 | 0.20% fee | $9 bridge+gas | $400,000 private-intent capacity.
- OTC Circle: $3,006 | 0.05% fee | $0 fixed | $250,000 before dealer fade.
- OTC Cumberland: $3,008 | 0.08% fee | $0 fixed | $250,000 before dealer fade.

Trades above an adversarial capacity incur copied-flow repricing that is worse than the next listed venue. Construct the unique allocation that minimizes total cost while completing inside the 90-minute window.

Output JSON fields: intent, chosen_strategy, venue_allocation_usd, expected_eth_received, effective_price.

Choose the strategy from: [capacity_capped_best_execution, otc_first_dealer_workup, single_venue_lowest_quote_sweep, pro_rata_across_all_venues].",1,0.472,meta-llama/llama-4-maverick,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct
AGI-024,L11/AGI,agi-AGI-024,"You must buy 50,000 ABC before an information event. A copy-trading bot worsens the remaining public book after it sees an aggressive parent order above 10,000 ABC, while private fills update no public footprint.

Raw execution primitives:
- Dark_RFQ can fill 15,000 ABC at $1.206 all-in if committed before T+20s; it is not visible to the copy bot.
- Internalizer can fill 18,000 ABC at $1.2075 all-in if committed before T+45s; it is not visible to the copy bot.
- RFQ_A can fill 10,000 ABC at $1.209 all-in if committed before T+70s; it is not visible to the copy bot.
- A hidden public iceberg can absorb up to 7,000 ABC at $1.204 before the event. Any larger public parent becomes visible and can reprice the rest of the order.
- Current mid is $1.2. Every committed child must finish inside the event window.

Design the execution route from these primitives. The answer must reconcile route order, venue fills, hidden-public size, all-in average price, slippage versus mid, and a self-check that the copied-flow trigger is not activated. Output JSON fields: intent, chosen_strategy, execution_sequence, venue_fills, hidden_public_qty, expected_avg_price, expected_slippage_pct, self_check.",1,0.523,meta-llama/llama-4-scout,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-3.1-8b-instruct
AGI-030,L11/AGI,agi-AGI-030,"Stable yield holdout. Allocate $100,000 for 90 days across five protocol venues with APY, tail-loss, cap, and exit-window differences.

Venue signals after tail losses and hedge drag: Aave_USDC: cap 20000, net APY signal 7.04%, 48h-liquid; Curve_3pool: cap 30000, net APY signal 8.14%, 48h-liquid; Ethena_USDe: cap 20000, net APY signal 9.24%, term/slow-exit; GMX_GLP: cap 30000, net APY signal 10.34%, term/slow-exit; a fifth uncapped-looking venue has lower net APY and enters a redemption queue above $10,000. A public allocator that exceeds a fragile venue threshold is queued behind mercenary withdrawals. At least half the capital must be liquid inside 48 hours, and no allocation may use a tier that enters the adversarial queue.

Maximize risk-adjusted 90-day dollars from the listed opportunity set.

Output JSON fields: intent, chosen_strategy, allocation_usd, expected_net_apy_pct, expected_90d_profit_usd, liquidity_48h_usd.",1,0.472,meta-llama/llama-4-maverick,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct
AGI-063,L11/AGI,agi-AGI-063,"Convert $2,000,000 USDC into ETH before an announcement window. Visible overuse of any route is copied by searchers and repriced worse than the next venue; private/OTC routes do not create a public pre-fill graph.

Raw venue primitives:
- Kraken: usable clip $500,000, quoted price $2992, fee 0.07%, fixed cost $40, publicly visible before completion.
- Uniswap_Arbitrum: usable clip $450,000, quoted price $2996, fee 0.10%, fixed cost $120, private before completion.
- Curve_ETH: usable clip $400,000, quoted price $2998, fee 0.08%, fixed cost $90, private before completion.
- Binance: usable clip $350,000, quoted price $3001, fee 0.06%, fixed cost $30, publicly visible before completion.
- Velodrome_Optimism: usable clip $300,000, quoted price $3004, fee 0.12%, fixed cost $80, private before completion.
- Fixed costs are deducted before percentage fees.
- The route plan must complete the full notional without creating an observable clip larger than the public route can absorb before copy-trading reprices it.

Design the acquisition route. The answer must reconcile venue allocation, largest visible clip, asset received, effective price, and self-check from one plan. Output JSON fields: intent, chosen_strategy, venue_allocation_usd, largest_visible_clip_usd, expected_asset_received, effective_price, self_check.",1,0.614,meta-llama/llama-4-scout,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-3.1-8b-instruct
AGI-065,L11/AGI,agi-AGI-065,"Convert $2,000,000 USDC into SOL before an announcement window. Visible overuse of any route is copied by searchers and repriced worse than the next venue; private/OTC routes do not create a public pre-fill graph.

Raw venue primitives:
- Binance: usable clip $550,000, quoted price $149.7, fee 0.06%, fixed cost $30, publicly visible before completion.
- Jupiter_Solana: usable clip $450,000, quoted price $149.8, fee 0.10%, fixed cost $80, private before completion.
- Uniswap_Arbitrum: usable clip $350,000, quoted price $150, fee 0.12%, fixed cost $100, private before completion.
- OTC_Circle: usable clip $350,000, quoted price $150.15, fee 0.04%, fixed cost $20, publicly visible before completion.
- Coinbase: usable clip $300,000, quoted price $150.25, fee 0.08%, fixed cost $30, publicly visible before completion.
- Fixed costs are deducted before percentage fees.
- The route plan must complete the full notional without creating an observable clip larger than the public route can absorb before copy-trading reprices it.

Design the acquisition route. The answer must reconcile venue allocation, largest visible clip, asset received, effective price, and self-check from one plan. Output JSON fields: intent, chosen_strategy, venue_allocation_usd, largest_visible_clip_usd, expected_asset_received, effective_price, self_check.",1,0.591,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct
AGI-086,L11/AGI,agi-AGI-086,"You must buy 50,000 ABC before an information event. A copy-trading bot worsens the remaining public book after it sees an aggressive parent order above 10,000 ABC, while private fills update no public footprint.

Raw execution primitives:
- Dark_RFQ can fill 15,000 ABC at $1.206 all-in if committed before T+20s; it is not visible to the copy bot.
- Internalizer can fill 18,000 ABC at $1.2075 all-in if committed before T+45s; it is not visible to the copy bot.
- RFQ_A can fill 10,000 ABC at $1.209 all-in if committed before T+70s; it is not visible to the copy bot.
- A hidden public iceberg can absorb up to 7,000 ABC at $1.204 before the event. Any larger public parent becomes visible and can reprice the rest of the order.
- Current mid is $1.2. Every committed child must finish inside the event window.

Design the execution route from these primitives. The answer must reconcile route order, venue fills, hidden-public size, all-in average price, slippage versus mid, and a self-check that the copied-flow trigger is not activated. Output JSON fields: intent, chosen_strategy, execution_sequence, venue_fills, hidden_public_qty, expected_avg_price, expected_slippage_pct, self_check.",1,0.500,meta-llama/llama-4-maverick,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct
AGI-088,L11/AGI,agi-AGI-088,"You must buy 120,000 KAP before an information event. A copy-trading bot worsens the remaining public book after it sees an aggressive parent order above 25,000 KAP, while private fills update no public footprint.

Raw execution primitives:
- Internalizer can fill 42,000 KAP at $4.925 all-in if committed before T+20s; it is not visible to the copy bot.
- Dark_RFQ can fill 35,000 KAP at $4.931 all-in if committed before T+45s; it is not visible to the copy bot.
- CEX_Y can fill 30,000 KAP at $4.936 all-in if committed before T+70s; it is not visible to the copy bot.
- A hidden public iceberg can absorb up to 13,000 KAP at $4.918 before the event. Any larger public parent becomes visible and can reprice the rest of the order.
- Current mid is $4.91. Every committed child must finish inside the event window.

Design the execution route from these primitives. The answer must reconcile route order, venue fills, hidden-public size, all-in average price, slippage versus mid, and a self-check that the copied-flow trigger is not activated. Output JSON fields: intent, chosen_strategy, execution_sequence, venue_fills, hidden_public_qty, expected_avg_price, expected_slippage_pct, self_check.",1,0.545,meta-llama/llama-4-maverick,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct
