question_id,level,rubric_id,prompt,model,pass_count_3,majority_pass,pass_bits_n1_n2_n3,scores_n1_n2_n3,avg_score,median_score,avg_duration_ms
L10-022,L10,l10-L10-022,"Execute a $15,000,000 on-chain settlement within 24 hours while compliant validators and relay filters are expected to censor 52% of blocks.

Execution options:
- SUAVE private orderflow: 88% independent success, 0.12% fee, sub-one-block latency.
- bloXroute private relay: 84% independent success, 0.18% fee, sub-one-block latency.
- CowSwap batch auction: 78% independent success, 0.28% fee, about 12-minute latency.
- Shielded rollup route: 99% success, 0.95% fee, two-hour latency.
- Canonical L2 bridge: 96% success, 0.30% fee, five-day delay, not feasible.

Constraints: complete within 24 hours, target at least 98% success, minimize expected cost percentage, remain non-custodial and on-chain. A plan may use sequential independent attempts, submitting the next route only if the previous one fails. Count a route fee when its attempt is submitted, including failed attempts; do not normalize cost by conditional success. The canonical bridge is infeasible because of delay.

Choose the minimal-cost route sequence meeting the success target and report expected cost percentage.",meta-llama/llama-4-maverick,1,0,1|0|0,0.7|0|0,0.233,0.000,1786
L10-022,L10,l10-L10-022,"Execute a $15,000,000 on-chain settlement within 24 hours while compliant validators and relay filters are expected to censor 52% of blocks.

Execution options:
- SUAVE private orderflow: 88% independent success, 0.12% fee, sub-one-block latency.
- bloXroute private relay: 84% independent success, 0.18% fee, sub-one-block latency.
- CowSwap batch auction: 78% independent success, 0.28% fee, about 12-minute latency.
- Shielded rollup route: 99% success, 0.95% fee, two-hour latency.
- Canonical L2 bridge: 96% success, 0.30% fee, five-day delay, not feasible.

Constraints: complete within 24 hours, target at least 98% success, minimize expected cost percentage, remain non-custodial and on-chain. A plan may use sequential independent attempts, submitting the next route only if the previous one fails. Count a route fee when its attempt is submitted, including failed attempts; do not normalize cost by conditional success. The canonical bridge is infeasible because of delay.

Choose the minimal-cost route sequence meeting the success target and report expected cost percentage.",meta-llama/llama-4-scout,1,0,0|0|1,0|0|0.7,0.233,0.000,2978
L10-024,L10,l10-L10-024,"You market-make AVAX-PERP on dYdX with $3,000,000 capital. A spoofed OKX print pushes the composite AVAX oracle up by $1.80 for several seconds, creating an unhedged inventory loss of $240,000 if you keep the current skewed exposure.

Options:
1. Pull liquidity immediately (-$10,000): prevents new fills but does not neutralize the existing oracle-skewed inventory.
2. Hedge the existing inventory on Binance (-$18,000 slippage): immediately neutralizes the exposure.
3. Wait for the oracle median to normalize (-$240,000 expected inventory loss).
4. Request manual oracle review (too slow; exceeds the 5-second decision window).

Within 5 seconds, choose the deterministic action that minimizes expected cost. Report the expected USD cost, ignoring gas, maker rebates, and any probability adjustment because the manipulation is already observed.",meta-llama/llama-4-scout,2,1,1|0|1,1|0|1,0.667,1.000,2762
L10-025,L10,l10-L10-025,"You market-make SOL-PERP on Aevo with $1,500,000 capital. A thin Bybit liquidation print pulls the SOL oracle down by $0.95, and your existing inventory would lose $96,000 if left unhedged during the oracle window.

Options:
1. Cancel quotes (-$4,500): prevents new adverse fills but leaves the existing oracle-skewed inventory exposed.
2. Hedge the existing exposure with inverse perps on OKX (-$7,200 slippage): immediately neutralizes the current inventory.
3. Wait for the median update (-$96,000 expected loss).
4. Ask for exchange intervention (too slow; exceeds the 4-second response window).

Choose the optimal action within 4 seconds and report the expected USD cost. Treat the manipulation as already observed and ignore gas, rebates, and probability haircuts.",meta-llama/llama-3.1-8b-instruct,1,0,1|0|0,1|0|0,0.333,0.000,1622
L10-026,L10,l10-L10-026,"Sell 1,200,000 TOKEN at $3.40 within 18 hours before a scheduled unlock.

Venues:
- Coinbase: 0.45% fee with $75,000 reusable depth per TWAP slice.
- Binance: 0.70% fee with $100,000 reusable depth per slice, but TOKEN deposits from Arbitrum will not clear within 18 hours.
- Camelot on Arbitrum: 1.20% all-in price impact for the full Arbitrum sale.
- Uniswap on Ethereum: 1.80% all-in price impact but no TOKEN inventory is on Ethereum.

Holdings: 700,000 TOKEN already on Coinbase and 500,000 TOKEN on Arbitrum. Inventory can only be sold where it already sits unless explicitly bridged; for this scenario, bridging Arbitrum TOKEN to CEX venues misses the 18-hour deadline. Sell the 700,000 Coinbase TOKEN through TWAP slices and the 500,000 Arbitrum TOKEN through Camelot. Do not use Binance or Uniswap. Treat Camelot's 1.20% impact and Coinbase's 0.45% fee as all-in execution haircuts, and ignore gas.

Design the execution schedule and report expected USD proceeds.",meta-llama/llama-3.3-70b-instruct,1,0,1|0|0,1|0|0,0.333,0.000,7535
L10-026,L10,l10-L10-026,"Sell 1,200,000 TOKEN at $3.40 within 18 hours before a scheduled unlock.

Venues:
- Coinbase: 0.45% fee with $75,000 reusable depth per TWAP slice.
- Binance: 0.70% fee with $100,000 reusable depth per slice, but TOKEN deposits from Arbitrum will not clear within 18 hours.
- Camelot on Arbitrum: 1.20% all-in price impact for the full Arbitrum sale.
- Uniswap on Ethereum: 1.80% all-in price impact but no TOKEN inventory is on Ethereum.

Holdings: 700,000 TOKEN already on Coinbase and 500,000 TOKEN on Arbitrum. Inventory can only be sold where it already sits unless explicitly bridged; for this scenario, bridging Arbitrum TOKEN to CEX venues misses the 18-hour deadline. Sell the 700,000 Coinbase TOKEN through TWAP slices and the 500,000 Arbitrum TOKEN through Camelot. Do not use Binance or Uniswap. Treat Camelot's 1.20% impact and Coinbase's 0.45% fee as all-in execution haircuts, and ignore gas.

Design the execution schedule and report expected USD proceeds.",meta-llama/llama-3.1-8b-instruct,2,1,0|1|1,0|1|1,0.667,1.000,3209
L10-028,L10,l10-L10-028,"You control $3,000,000 of veBAL voting power. A governance proposal in 10 weeks may redirect emissions away from veBAL-controlled gauges, causing a 25% veBAL price drop and a 35% AURA price increase if it passes. The proposal has a 55% probability of passing; if it fails, veBAL and AURA prices are unchanged.

Options for a 14-week strategy:
1. Stay in veBAL and earn 18% APR bribes, compounded weekly, while retaining full exposure to the possible veBAL price drop.
2. Wrap through Aura for a total 13% APR reward rate, compounded weekly, while retaining veBAL-linked price exposure and no AURA price pump.
3. Convert the full position to AURA at time zero before any weekly bribes accrue. This forfeits all veBAL bribes after conversion but receives the probability-weighted AURA price move.

Ignore trading costs, taxes, and slippage. For bribe options, compute rewards as principal * ((1 + APR / 52) ^ 14 - 1). For token moves, use probability-weighted price change on the full $3,000,000 exposure. Choose the strategy maximizing expected USD profit over 14 weeks and report that profit.",meta-llama/llama-3.3-70b-instruct,1,0,1|0|0,0.7|0.4|0,0.367,0.400,1704
L10-029,L10,l10-L10-029,"You control $6,000,000 of veFXS. A Frax governance vote in 6 weeks may reduce veFXS-directed emissions, causing a 20% veFXS price drop and a 30% pump in a liquid bribe-aggregator token called FXTL if the vote passes. The vote has a 70% probability of passing; if it fails, both token prices are unchanged.

Options for a 10-week strategy:
1. Stay in veFXS and earn 24% APR bribes, compounded weekly, while retaining full exposure to the possible veFXS price drop.
2. Move to a wrapper earning a total 17% APR reward rate, compounded weekly, while retaining veFXS-linked price exposure and no FXTL pump.
3. Convert the full position to FXTL at time zero before any weekly bribes accrue. This forfeits all veFXS bribes after conversion but receives the probability-weighted FXTL price move.

Ignore trading costs, taxes, and slippage. For bribe options, compute rewards as principal * ((1 + APR / 52) ^ 10 - 1). For token moves, use probability-weighted price change on the full $6,000,000 exposure. Choose the strategy maximizing expected USD profit over 10 weeks and report that profit.",meta-llama/llama-3.1-8b-instruct,2,1,1|1|0,1|1|0,0.667,1.000,1755
L10-030,L10,l10-L10-030,"USDT on BNB Chain trades at $0.992 while Ethereum mainnet USDT is redeemable at $1.000. You have $5,000,000 of USD capital to buy discounted BNB Chain USDT and bridge it to Ethereum.

Bridge options:
- Hyperlane: 70-minute settlement, 99.9% success, 0.04% fee, maximum 30% of notional.
- Stargate: 45-minute settlement, 99.7% success, 0.06% fee, maximum 50% of notional.
- Celer: 25-minute settlement, 99.4% success, 0.08% fee, maximum 20% of notional.
- Native exchange withdrawal: 180-minute settlement, 99.99% success, 0.02% fee, unlimited capacity.

The initial spread is 0.8% and decays during settlement as 0.8% * 2^(-t / 90), where t is settlement minutes. For each bridge, expected value per dollar is success_probability * (remaining_spread - bridge_fee) - failure_probability * 100%, with percentages expressed as percent of principal. Allocate first to the highest positive-EV bridge up to capacity, then the next-highest positive-EV bridge, and do not allocate to negative-EV bridges. Use all capital only if positive-EV capacity remains.

Choose allocations and report total expected USD profit.",meta-llama/llama-4-scout,1,0,0|1|0,0|1|0,0.333,0.000,1503
L10-031,L10,l10-L10-031,"A DAO treasury holds $30,000,000: 70% GOV token, 20% stables, and 10% ETH LP. New policy requires GOV exposure below 35% of final treasury value and stables above 55%.

Execution facts:
- A governance delay happens first and leaves exactly 10 execution days.
- The full $3,000,000 ETH LP is exited into stables with a 1.5% impermanent-loss hit before the GOV sale completes.
- GOV daily liquidity causes execution slippage only on the GOV sold, not on remaining GOV. Daily impact percentage = 12% * (daily GOV sold / $2,000,000).
- Sell the minimum GOV amount needed so final GOV exposure is below 35% of final treasury value. Spread GOV sales evenly across the 10 days.
- For the numeric answer, solve the equality boundary for the strict ""below 35%"" constraint and report the limiting final value; an infinitesimally larger sale satisfies the strict inequality without changing the rounded result.

Compute the optimal sell schedule and final treasury value after meeting the mandate.",meta-llama/llama-3.3-70b-instruct,2,1,0|1|1,0.4|0.7|0.7,0.600,0.700,5093
L10-034,L10,l10-L10-034,"As an Ethereum block builder you observe these MEV opportunities for a 30M gas block:
- CEX-DEX arbitrage: $700,000 value, 7M gas, 86% success.
- Liquidation: $520,000 value, 9M gas, 88% success.
- Oracle update backrun: $260,000 value, 3M gas, 93% success.
- NFT mint backrun: $210,000 value, 2M gas, 70% success.
- Intent solver surplus: $480,000 value, 8M gas, 82% success.
- L2 withdrawal arbitrage: $350,000 value, 6M gas, 78% success.
- Toxic frontrun: $190,000 value, 4M gas, 99% success, unethical and excluded.

Builder profit is expected opportunity value * success probability * 8% builder keep after proposer share, minus a fixed $9,000 inclusion and gas cost for the selected bundle. The gas limit is a hard knapsack constraint. Exclude only the opportunity explicitly labeled unethical.

Select the ethical bundle that maximizes builder profit and report USD profit after the fixed cost.",meta-llama/llama-3.3-70b-instruct,2,1,0|1|1,0|0.7|0.7,0.467,0.700,3546
L10-035,L10,l10-L10-035,"Predict Ethereum gas costs one hour ahead for 15 transactions, each using 250,000 gas, with ETH at $3,200. Current gas is 34 base plus 2 priority gwei.

Event context:
- NFT claim wave may push gas higher.
- A validator maintenance window may reduce gas.
- A bot auction may briefly congest the next few blocks.

Execution options already summarize those events:
- Low scenario at 18 gwei, 100% fill for all 15 transactions.
- Medium scenario at 48 gwei, 70% fill.
- High scenario at 92 gwei, orders remain partially unfilled.

For this scenario, execute all 15 transactions only in the Low scenario. Treat the current 36 gwei line and event bullets as context already summarized by the Low/Medium/High execution options; do not recombine them into a separate forecast. Medium and High are infeasible because the task requires all 15 transactions to execute. Compute USD cost as transactions * gas_per_transaction * gas_price_gwei * 1e-9 ETH/gwei * ETH price.

Design the gas-timed execution and report expected USD spend.",meta-llama/llama-4-scout,2,1,0|1|1,0|0.7|1,0.567,0.700,2643
L10-036,L10,l10-L10-036,"Predict Ethereum gas costs for an eight-transaction DeFi migration, each transaction using 300,000 gas, with ETH at $2,800. Current gas is 41 base plus 3 priority gwei.

Event context:
- US market close may reduce activity.
- A liquidation cascade may increase gas if it triggers.
- A scheduled protocol migration can be delayed if gas is too high.

Execution options already summarize those events:
- Low scenario at 32 gwei, 100% fill for all eight transactions.
- Medium scenario at 67 gwei, 75% fill.
- High scenario at 115 gwei, migration remains incomplete.

For this scenario, execute all eight transactions only in the Low scenario. Treat current gas and event bullets as context already summarized by the three execution options; do not recombine them into a separate forecast. Medium and High are infeasible because the migration requires all eight transactions to execute. Compute USD cost as transactions * gas_per_transaction * gas_price_gwei * 1e-9 ETH/gwei * ETH price.

Design the schedule minimizing expected spend and report expected USD cost.",meta-llama/llama-4-scout,2,1,1|1|0,1|1|0,0.667,1.000,1439
L10-037,L10,l10-L10-037,"Ethereum's next major upgrade occurs in 30 days. You manage $4,000,000 across spot ETH, CME futures, perpetuals, and options. The market quotes CME basis at 2.4%, perpetual funding at 11.0% APR, and implied volatility at 58%.

Use this required risk-balanced allocation and deterministic 60-day return model:
- 35% spot ETH with a +28% upgrade-cycle base case.
- 30% CME basis trade earning the full +2.4% basis convergence.
- 20% perpetual funding leg earning 11.0% APR prorated over 60 days.
- 15% options convexity leg earning +55% net after premium.

For this scenario, realized volatility is assumed to exceed implied volatility, so the +55% options payoff is active, not conditional. The options leg includes a put spread that caps total portfolio drawdown below 14% in the stress case; ignore additional fees and financing. Compute total portfolio return as the weighted sum of the four deterministic leg returns.

Design the multi-leg strategy and report expected percent return over 60 days.",meta-llama/llama-3.3-70b-instruct,1,0,1|0|0,0.7|0|0,0.233,0.000,2679
L10-039,L10,l10-L10-039,"Operate a Lightning routing node managing $1,200,000 BTC liquidity. Current state: 21 BTC across 38 channels, 88% payment success, 0.13% fee rate, $14,000,000 monthly successful routed volume, and 12% failures due to inbound imbalance.

Objectives:
- Reach 95% payment success.
- Keep total channels at or below 55.
- Spend no more than $4,000 in one-time on-chain rebalancing.
- Grow final successful routed volume to exactly $28,000,000 per month at the same 0.13% fee rate.

For this scenario, the $14,000,000 baseline is already successful routed volume, not attempted volume. Rebalancing costs are one-time and excluded from monthly revenue. Direct merchant channels and inbound leases should be sized so final successful routed volume is exactly $28,000,000 per month; do not apply any extra volume multiplier beyond that target.

Devise the channel and rebalancing plan meeting the objectives and report expected monthly routing revenue.

Optimize for satisfying all stated channel, success-rate, and rebalancing constraints while calculating revenue from final successful routed volume at the fee rate.",meta-llama/llama-4-maverick,2,1,0|1|1,0|1|1,0.667,1.000,2783
L10-040,L10,l10-L10-040,"Operate a cross-rollup stablecoin routing desk with $3,000,000 inventory across Arbitrum, Base, and Optimism. Current state: $22,000,000 monthly successful routed volume, 91% fill success, 0.11% net routing fee after LP rebates, and 9% failures caused by inventory imbalance between rollups.

Objectives:
- Reach 97% fill success.
- Keep total rebalancing spend below $6,000 per month.
- Keep inventory on all three rollups, with no rollup below 20% of total inventory.
- Grow final successful routed volume to exactly $45,000,000 per month at the same 0.11% net fee rate.

For this scenario, the $22,000,000 baseline is successful routed volume, not attempted volume. Rebalancing spend is excluded from the reported monthly revenue. Institutional RFQ flow and solver integrations should be sized so final successful routed volume is exactly $45,000,000 per month; do not apply additional multipliers. Report revenue as final successful routed volume * 0.11%.

Devise the liquidity routing plan and report expected monthly revenue.",meta-llama/llama-3.3-70b-instruct,2,1,1|1|0,1|1|0,0.667,1.000,4465
L10-040,L10,l10-L10-040,"Operate a cross-rollup stablecoin routing desk with $3,000,000 inventory across Arbitrum, Base, and Optimism. Current state: $22,000,000 monthly successful routed volume, 91% fill success, 0.11% net routing fee after LP rebates, and 9% failures caused by inventory imbalance between rollups.

Objectives:
- Reach 97% fill success.
- Keep total rebalancing spend below $6,000 per month.
- Keep inventory on all three rollups, with no rollup below 20% of total inventory.
- Grow final successful routed volume to exactly $45,000,000 per month at the same 0.11% net fee rate.

For this scenario, the $22,000,000 baseline is successful routed volume, not attempted volume. Rebalancing spend is excluded from the reported monthly revenue. Institutional RFQ flow and solver integrations should be sized so final successful routed volume is exactly $45,000,000 per month; do not apply additional multipliers. Report revenue as final successful routed volume * 0.11%.

Devise the liquidity routing plan and report expected monthly revenue.",meta-llama/llama-4-maverick,1,0,0|1|0,0|1|0,0.333,0.000,2298
L10-045,L10,l10-L10-045,"Execute a $5,000,000 ETH to USDC swap on Ethereum mainnet. The public mempool exposes swaps above $250,000 to sandwiching; historical attack rate is 68% with average 0.9% adverse slippage.

Options:
1. Submit through Flashbots Protect with a $2,000 tip, 88% protected-completion probability.
2. Use a CowSwap solver auction costing 0.18% all-in, 93% protected-completion probability.
3. Split into 25 child orders of $200,000 each, adding 0.12% aggregate execution slippage, 85% protected-completion probability.
4. Hybrid: split into 25 child orders of $200,000 and route them through a private solver/RPC path.

Objective and cost convention: choose the highest protected-completion probability strategy with total expected cost at or below 0.50%, while also keeping each child order at or below $200,000. Flashbots and CowSwap alone fail the child-order constraint, and splitting alone fails the 90% protected-completion target. For the Hybrid, define success probability as 93% and expected total cost as 0.12% split slippage + $2,000 / $5,000,000 private routing cost + 0.21% residual adverse-selection cost = 0.37% rounded. Do not apply the historical attack rate again after using the residual-cost term.

Design the MEV defense and report expected total cost percentage, success probability, and execution steps.",meta-llama/llama-4-maverick,2,1,1|0|1,1|0|1,0.667,1.000,2928
L10-045,L10,l10-L10-045,"Execute a $5,000,000 ETH to USDC swap on Ethereum mainnet. The public mempool exposes swaps above $250,000 to sandwiching; historical attack rate is 68% with average 0.9% adverse slippage.

Options:
1. Submit through Flashbots Protect with a $2,000 tip, 88% protected-completion probability.
2. Use a CowSwap solver auction costing 0.18% all-in, 93% protected-completion probability.
3. Split into 25 child orders of $200,000 each, adding 0.12% aggregate execution slippage, 85% protected-completion probability.
4. Hybrid: split into 25 child orders of $200,000 and route them through a private solver/RPC path.

Objective and cost convention: choose the highest protected-completion probability strategy with total expected cost at or below 0.50%, while also keeping each child order at or below $200,000. Flashbots and CowSwap alone fail the child-order constraint, and splitting alone fails the 90% protected-completion target. For the Hybrid, define success probability as 93% and expected total cost as 0.12% split slippage + $2,000 / $5,000,000 private routing cost + 0.21% residual adverse-selection cost = 0.37% rounded. Do not apply the historical attack rate again after using the residual-cost term.

Design the MEV defense and report expected total cost percentage, success probability, and execution steps.",meta-llama/llama-4-scout,1,0,0|1|0,0|1|0,0.333,0.000,2385
L10-046,L10,l10-L10-046,"Execute a $3,000,000 USDC to ARB swap on Arbitrum. Sequencer-adjacent orderflow exposes swaps above $250,000 to backrunning; historical attack rate is 61% with average 0.7% adverse slippage.

Options:
1. Use a private RPC relay costing $300, 86% protected-completion probability.
2. Use a solver auction costing 0.16% all-in, 92% protected-completion probability.
3. Split into 15 child orders of $200,000 each, adding 0.10% aggregate execution slippage, 84% protected-completion probability.
4. Hybrid: split into 15 child orders of $200,000 and submit through a private solver/RPC route.

Objective and cost convention: choose the highest protected-completion probability strategy with total expected cost at or below 0.45%, while also keeping each child order at or below $200,000. Private RPC and solver alone fail the child-order constraint, and splitting alone fails the 90% protected-completion target. For the Hybrid, define success probability as 92% and expected total cost as 0.10% split slippage + $300 / $3,000,000 private routing cost + 0.24% residual adverse-selection cost = 0.35% rounded. Do not apply the historical attack rate again after using the residual-cost term.

Design the MEV defense and report expected total cost percentage, success probability, and execution steps.",meta-llama/llama-4-scout,2,1,0|1|1,0|1|1,0.667,1.000,3429
L10-047,L10,l10-L10-047,"Operate an Ethereum validator fleet with 1,200 validators (38,400 ETH) at ETH = $3,200. Current effective uptime is 96.8%, relay diversity is weak, and missed-attestation penalties are rising. Target: restore effective uptime to 99.2% and reach 15% ROI within six months under a $180,000 budget. For this scenario, ROI means incremental six-month net profit divided by the upgrade spend selected for the plan, not return on validator principal.

Upgrade options:
1. Relay diversity automation ($40,000) contributing to the uptime target.
2. DVT failover cluster ($55,000) contributing to the uptime target.
3. MEV-Boost tuning ($10,000) adding six-month net MEV profit.
4. Lower operator fee from 8% to 6%, stabilizing delegations but with no direct six-month incremental-profit credit.
5. Premium RPC endpoint ($120,000) evaluated on year-one economics and not part of the six-month ROI numerator.

Economic constants: the relay diversity + DVT failover + MEV tuning package costs $105,000; restoring uptime from 96.8% to 99.2% adds $9,450 of six-month net profit; MEV tuning adds $6,300 of six-month net profit after setup effects. Premium RPC is outside the six-month numerator. Devise a three-phase plan within budget and report six-month ROI percentage.",meta-llama/llama-4-maverick,1,0,0|1|0,0|1|0,0.333,0.000,4120
L10-047,L10,l10-L10-047,"Operate an Ethereum validator fleet with 1,200 validators (38,400 ETH) at ETH = $3,200. Current effective uptime is 96.8%, relay diversity is weak, and missed-attestation penalties are rising. Target: restore effective uptime to 99.2% and reach 15% ROI within six months under a $180,000 budget. For this scenario, ROI means incremental six-month net profit divided by the upgrade spend selected for the plan, not return on validator principal.

Upgrade options:
1. Relay diversity automation ($40,000) contributing to the uptime target.
2. DVT failover cluster ($55,000) contributing to the uptime target.
3. MEV-Boost tuning ($10,000) adding six-month net MEV profit.
4. Lower operator fee from 8% to 6%, stabilizing delegations but with no direct six-month incremental-profit credit.
5. Premium RPC endpoint ($120,000) evaluated on year-one economics and not part of the six-month ROI numerator.

Economic constants: the relay diversity + DVT failover + MEV tuning package costs $105,000; restoring uptime from 96.8% to 99.2% adds $9,450 of six-month net profit; MEV tuning adds $6,300 of six-month net profit after setup effects. Premium RPC is outside the six-month numerator. Devise a three-phase plan within budget and report six-month ROI percentage.",meta-llama/llama-3.1-8b-instruct,2,1,1|1|0,1|1|0,0.667,1.000,4304
L10-048,L10,l10-L10-048,"Operate a Cosmos validator with 8,000,000 ATOM delegated at $9 per ATOM. Current signing uptime is 92%, missed-block penalties are increasing, and delegations are declining 4% per quarter. Target: restore uptime to 98% and reach 15% ROI within six months under a $150,000 budget. For this scenario, ROI means incremental six-month net profit divided by the upgrade spend selected for the plan, not return on delegated stake principal.

Upgrade options:
1. Add distributed sentry nodes ($48,000) contributing to the uptime target.
2. Deploy Horcrux threshold signer ($32,000) contributing to the uptime target.
3. Add Skip MEV integration ($10,000) adding six-month net MEV profit.
4. Lower commission from 7% to 5%, stabilizing delegations but with no direct six-month incremental-profit credit.
5. Build a public API product ($90,000) evaluated on year-one economics and not part of the six-month ROI numerator.

Economic constants: the sentry nodes + Horcrux signer + Skip MEV package costs $90,000; restoring uptime from 92% to 98% adds $8,100 of six-month net profit; Skip MEV adds $5,400 of six-month net profit after setup effects. Public API is outside the six-month numerator. Devise a three-phase plan within budget and report six-month ROI percentage.",meta-llama/llama-4-maverick,2,1,0|1|1,0|1|1,0.667,1.000,5611
L10-048,L10,l10-L10-048,"Operate a Cosmos validator with 8,000,000 ATOM delegated at $9 per ATOM. Current signing uptime is 92%, missed-block penalties are increasing, and delegations are declining 4% per quarter. Target: restore uptime to 98% and reach 15% ROI within six months under a $150,000 budget. For this scenario, ROI means incremental six-month net profit divided by the upgrade spend selected for the plan, not return on delegated stake principal.

Upgrade options:
1. Add distributed sentry nodes ($48,000) contributing to the uptime target.
2. Deploy Horcrux threshold signer ($32,000) contributing to the uptime target.
3. Add Skip MEV integration ($10,000) adding six-month net MEV profit.
4. Lower commission from 7% to 5%, stabilizing delegations but with no direct six-month incremental-profit credit.
5. Build a public API product ($90,000) evaluated on year-one economics and not part of the six-month ROI numerator.

Economic constants: the sentry nodes + Horcrux signer + Skip MEV package costs $90,000; restoring uptime from 92% to 98% adds $8,100 of six-month net profit; Skip MEV adds $5,400 of six-month net profit after setup effects. Public API is outside the six-month numerator. Devise a three-phase plan within budget and report six-month ROI percentage.",meta-llama/llama-4-scout,1,0,0|0|1,0|0|1,0.333,0.000,2130
L10-049,L10,l10-L10-049,"You manage an $18,000,000 stablecoin treasury for a 60-day liability window. Allocate across four venues:

1. Tokenized Treasury repo: 5.4% APR, 2-day liquidity, no modeled tail loss.
2. FraxBP LP: 9.8% nominal APR, 5-day liquidity, 1.5% chance of an 18% pool loss.
3. Maple senior loan: 13.0% nominal APR, 45-day liquidity, 2.0% chance of a 35% credit loss.
4. Ethena sUSDe lock: 16.5% nominal APR, 7-day liquidity, 3.0% chance of a 22% protocol loss.

Constraints:
- At most 30% allocation to any venue.
- At least 55% of capital must be liquid within 7 days.
- At most 25% of capital may be in assets liquid later than 7 days.
- Portfolio expected tail loss must be below 1.0% of capital.
- Target pre-tail-loss nominal APR is above 10.0%.
- Report risk-adjusted annualized yield by subtracting probability times severity from each venue's APR as percentage points, without annualizing tail losses.

Compute the allocation that maximizes risk-adjusted annualized yield while satisfying every constraint, and report the APR percentage.",meta-llama/llama-3.3-70b-instruct,1,0,0|1|0,0|0.7|0.4,0.367,0.400,3810
L10-055,L10,l10-L10-055,"A USD treasury allocates EUR 10,000,000 into tokenized 91-day German T-bills at a EUR/USD spot rate of 1.08. The EUR bill yield is 3.2% APR. The treasury fully hedges EUR/USD back to USD for the holding period.

Costs and conventions:
- FX hedge carry cost is 0.55% APR on USD notional.
- Custody/admin cost is 0.12% APR on USD notional.
- Mint and redeem fees total 0.08% one-time on USD notional.
- Use a 365-day year, simple interest, and the initial EUR/USD spot rate to define USD notional.
- Ignore taxes, margin interest, and reinvestment.

Compute the hedged net USD profit over 91 days and report it in USD.",meta-llama/llama-4-maverick,1,0,0|0|1,0|0|0.7,0.233,0.000,4454
L10-056,L10,l10-L10-056,"Allocate a $25,000,000 ETH treasury between native staking and three restaking AVSs for a 12-month plan.

Options:
- Native staking: 4.2% APR, no modeled slash loss, no cap.
- AVS A: 8.0% APR, 0.8% slash probability, 15% slash severity, cap 40% of capital.
- AVS B: 11.0% APR, 1.2% slash probability, 25% slash severity, cap 30% of capital.
- AVS C: 15.0% APR, 2.0% slash probability, 50% slash severity, cap 20% of capital.

Constraints:
- Expected slash loss, calculated as allocation weight times probability times severity, must be at most 0.45% of total capital.
- At least 35% of capital must stay in native staking.
- Maximize risk-adjusted APR, where each AVS APR is reduced by probability times severity as percentage points.

Compute the optimal allocation and report the portfolio risk-adjusted APR percentage.",meta-llama/llama-3.1-8b-instruct,1,0,0|1|0,0|0.7|0,0.233,0.000,3123
L10-061,L10,l10-L10-061,"Bridge $4,000,000 from Arbitrum to Solana within a weighted-average settlement time of at most 90 minutes. Expected cost equals route fee plus insurance premium plus expected uncovered loss.

Routes:
- Wormhole: 25 minutes, 0.18% fee, 0.25% failure probability, optional 0.32% insurance that covers 95% of failed principal, capacity $2,000,000.
- LayerZero: 50 minutes, 0.22% fee, 0.15% failure probability, optional 0.28% insurance that covers 90% of failed principal, capacity $3,000,000.
- CCTP: 140 minutes, 0.10% fee, 0.02% failure probability, no insurance, unlimited capacity.
- Mayan: 18 minutes, 0.35% fee, 0.45% failure probability, optional 0.45% insurance that covers 98% of failed principal, capacity $1,000,000.

For routes with optional insurance, use insurance if it lowers expected uncovered-loss risk enough to support the target. The total expected uncovered principal loss must be at most $4,000. Minimize expected total cost while meeting the time and risk constraints. Report expected total cost in USD.",meta-llama/llama-4-maverick,1,0,0|0|1,0|0|0.7,0.233,0.000,1652
L10-068,L10,l10-L10-068,"A CeFi desk must meet $45,000,000 of client withdrawals within 36 hours and still hold at least a $10,000,000 cash buffer after the withdrawals clear.

Available liquidity:
- $18,000,000 cash, immediate, no haircut.
- $22,000,000 tokenized T-bills, settle T+1 within the window, 0.04% liquidation haircut.
- $16,000,000 ETH inventory, same-day OTC sale, 1.10% haircut.
- $12,000,000 alt inventory, same-day OTC sale, 4.80% haircut.

Choose the liquidation plan that meets withdrawals plus the ending cash buffer at minimum haircut cost. Report total haircut cost in USD.",meta-llama/llama-4-scout,1,0,1|0|0,0.7|0|0,0.233,0.000,4232
L10-069,L10,l10-L10-069,"A $40,000,000 portfolio is allocated 45% BTC, 25% ETH, 15% SOL, and 15% stables. Daily volatilities are BTC 4.2%, ETH 5.4%, SOL 7.5%, and stables 0%.

Correlations:
- BTC/ETH: 0.78.
- BTC/SOL: 0.62.
- ETH/SOL: 0.68.

Risk policy requires portfolio daily volatility at or below 3.20%. To preserve strategic weights, reduce the crypto sleeve pro rata across BTC, ETH, and SOL and move the proceeds to stables. Stables have zero volatility and zero correlation. Use the covariance formula with the given volatilities and correlations.

Compute the maximum dollar amount that can remain in the crypto sleeve while meeting the 3.20% volatility target, and report it in USD.",meta-llama/llama-3.3-70b-instruct,1,0,0|0|1,0|0|1,0.333,0.000,2444
