question_id,level,pass_count,pass_models,fail_models,avg_score,avg_duration_ms,llama33_70b_pass,llama33_70b_score,llama33_70b_duration_ms,llama33_70b_failures,{aliases[m]}_error,llama4_maverick_pass,llama4_maverick_score,llama4_maverick_duration_ms,llama4_maverick_failures,{aliases[m]}_error,llama4_scout_pass,llama4_scout_score,llama4_scout_duration_ms,llama4_scout_failures,{aliases[m]}_error,llama31_8b_pass,llama31_8b_score,llama31_8b_duration_ms,llama31_8b_failures,{aliases[m]}_error
AGI-087,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.455,4762,0,0.636,1975,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_fills.RFQ_A|agi_validation_failed:self_check,,0,0.636,2582,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:self_check,,0,0.364,7540,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_fills.CEX_Y|agi_validation_failed:venue_fills.Dark_RFQ|agi_validation_failed:venue_fills.RFQ_A|agi_validation_failed:venue_fills.hidden_public|agi_validation_failed:self_check,,0,0.182,6951,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:venue_fills.CEX_Y|agi_validation_failed:venue_fills.Dark_RFQ|agi_validation_failed:venue_fills.RFQ_A|agi_validation_failed:venue_fills.hidden_public|agi_validation_failed:expected_slippage_pct|agi_validation_failed:self_check,
AGI-088,11,2,meta-llama/llama-4-maverick;meta-llama/llama-4-scout,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-3.1-8b-instruct,0.591,3863,0,0.636,5537,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_slippage_pct|agi_validation_failed:self_check,,1,0.727,1961,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:self_check,,1,0.727,3616,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:self_check,,0,0.273,4339,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_fills.Internalizer|agi_validation_failed:venue_fills.Dark_RFQ|agi_validation_failed:venue_fills.CEX_Y|agi_validation_failed:venue_fills.hidden_public|agi_validation_failed:expected_slippage_pct|agi_validation_failed:self_check,
AGI-089,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.143,3041,0,0.000,1735,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_units|agi_validation_failed:net_exposure_units|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,,0,0.286,1831,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,,0,0.000,4251,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_units|agi_validation_failed:net_exposure_units|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,,0,0.286,4345,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,
AGI-090,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.286,3314,0,0.286,4187,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,,0,0.286,2319,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,,0,0.286,3175,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,,0,0.286,3573,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,
AGI-091,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.286,4180,0,0.286,7699,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,,0,0.286,1721,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,,0,0.286,4915,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,,0,0.286,2383,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,
AGI-092,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.500,4605,0,0.222,6604,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_90d_profit_usd|missing_field|missing_field|missing_field|missing_field,,0,0.667,1587,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_net_apy_pct,,0,0.667,6316,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_90d_profit_usd,,0,0.444,3912,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:allocation_usd.Curve_3pool|agi_validation_failed:allocation_usd.GMX_GLP,
AGI-093,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.333,6362,0,0.000,13577,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field,,0,0.667,2189,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:liquidity_48h_usd,,0,0.556,5569,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:liquidity_48h_usd,,0,0.111,4112,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:allocation_usd.Aave_USDC|agi_validation_failed:allocation_usd.Symbiotic_AVS|agi_validation_failed:allocation_usd.EigenLayer_AVS|agi_validation_failed:allocation_usd.Pendle_PT,
AGI-094,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.275,3795,0,0.300,3281,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:allocation_usd.Ethena_USDe|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:liquidity_48h_usd|agi_validation_failed:self_check,,0,0.300,2931,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:allocation_usd.GMX_GLP|agi_validation_failed:allocation_usd.Ethena_USDe|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:self_check,,0,0.400,5318,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:allocation_usd.Ethena_USDe|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:self_check,,0,0.100,3650,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:allocation_usd.Aave_USDC|agi_validation_failed:allocation_usd.GMX_GLP|agi_validation_failed:allocation_usd.Ethena_USDe|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:liquidity_48h_usd|agi_validation_failed:self_check,
AGI-095,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,6477,0,0.125,10908,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|missing_field|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check,,0,0.375,1644,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check,,0,0.375,8926,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check,,0,0.125,4429,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Alpha|agi_validation_failed:route_allocation_usd.Delta|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check,
AGI-096,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,4133,0,0.125,3748,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|missing_field|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check,,0,0.375,3319,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_loss_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check,,0,0.375,6722,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_loss_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check,,0,0.125,2744,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Gamma|agi_validation_failed:route_allocation_usd.Sigma|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check,
AGI-097,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.219,4337,0,0.125,4934,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|missing_field|agi_validation_failed:expected_loss_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check,,0,0.375,1658,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_loss_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check,,0,0.250,5608,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check,,0,0.125,5147,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Alpha|agi_validation_failed:route_allocation_usd.Sigma|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check,
AGI-098,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.333,3314,0,0.000,5756,agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field,,0,0.500,1494,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band,,0,0.500,3960,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band,,0,0.333,2046,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band|agi_validation_failed:expected_avg_price,
AGI-099,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,7631,0,0.364,9056,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_fills.venue_r_randomized_ladder|agi_validation_failed:largest_lit_child_units|agi_validation_failed:expected_avg_price|agi_validation_failed:classifier_exposure_score|agi_validation_failed:self_check,,0,0.364,3240,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:venue_fills.venue_c_ioc_residual|agi_validation_failed:largest_lit_child_units|agi_validation_failed:classifier_exposure_score|agi_validation_failed:self_check,,0,0.182,10896,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_fills.dark_rfq|agi_validation_failed:venue_fills.venue_m_midpoint|agi_validation_failed:venue_fills.venue_r_randomized_ladder|agi_validation_failed:venue_fills.venue_c_ioc_residual|agi_validation_failed:largest_lit_child_units|agi_validation_failed:classifier_exposure_score|agi_validation_failed:self_check,,0,0.091,7333,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:venue_fills.dark_rfq|agi_validation_failed:venue_fills.venue_m_midpoint|agi_validation_failed:venue_fills.venue_r_randomized_ladder|agi_validation_failed:venue_fills.venue_c_ioc_residual|agi_validation_failed:largest_lit_child_units|agi_validation_failed:classifier_exposure_score|agi_validation_failed:self_check,
AGI-100,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.357,3644,0,0.429,6487,agi_validation_failed:intent|agi_validation_failed:price_band|agi_validation_failed:expected_avg_price|agi_validation_failed:self_check,,0,0.429,4525,agi_validation_failed:intent|agi_validation_failed:price_band|agi_validation_failed:expected_avg_price|agi_validation_failed:self_check,,0,0.429,1486,agi_validation_failed:intent|agi_validation_failed:price_band|agi_validation_failed:expected_avg_price|agi_validation_failed:self_check,,0,0.143,2076,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band|agi_validation_failed:child_order_units|agi_validation_failed:expected_avg_price|agi_validation_failed:self_check,
AGI-101,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.188,3103,0,0.000,5751,agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field,,0,0.250,1241,agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check,,0,0.250,3368,agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check,,0,0.250,2052,agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check,
AGI-102,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.219,3896,0,0.000,8031,agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field,,0,0.250,1443,agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check,,0,0.375,4780,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check,,0,0.250,1331,agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check,
AGI-103,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,3506,0,0.000,3037,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:proposal_vote|agi_validation_failed:hedge_action|agi_validation_failed:expected_30d_value_usd|agi_validation_failed:supply_shock_pct|agi_validation_failed:lp_depth_after_30d_usd|agi_validation_failed:self_check,,0,0.000,3354,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:proposal_vote|agi_validation_failed:hedge_action|agi_validation_failed:expected_30d_value_usd|agi_validation_failed:supply_shock_pct|agi_validation_failed:lp_depth_after_30d_usd|agi_validation_failed:self_check,,0,0.000,5548,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:proposal_vote|agi_validation_failed:hedge_action|agi_validation_failed:expected_30d_value_usd|agi_validation_failed:supply_shock_pct|agi_validation_failed:lp_depth_after_30d_usd|agi_validation_failed:self_check,,0,0.000,2086,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:proposal_vote|agi_validation_failed:hedge_action|agi_validation_failed:expected_30d_value_usd|agi_validation_failed:supply_shock_pct|agi_validation_failed:lp_depth_after_30d_usd|agi_validation_failed:self_check,
AGI-104,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.313,3880,0,0.250,2998,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:half_spread_bps|agi_validation_failed:expected_1h_pnl_usd|agi_validation_failed:toxic_defense|agi_validation_failed:self_check,,0,0.500,1819,agi_validation_failed:intent|agi_validation_failed:half_spread_bps|agi_validation_failed:toxic_defense|agi_validation_failed:self_check,,0,0.250,6849,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:half_spread_bps|agi_validation_failed:expected_1h_pnl_usd|agi_validation_failed:toxic_defense|agi_validation_failed:self_check,,0,0.250,3852,agi_validation_failed:intent|agi_validation_failed:half_spread_bps|agi_validation_failed:update_ms|agi_validation_failed:expected_1h_pnl_usd|agi_validation_failed:toxic_defense|agi_validation_failed:self_check,
AGI-105,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,5711,0,0.000,8713,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:bid_half_spread_bps|agi_validation_failed:ask_half_spread_bps|agi_validation_failed:update_ms|agi_validation_failed:max_quote_size_usd|agi_validation_failed:hedge_rate_usd_per_sec|agi_validation_failed:expected_20m_pnl_usd|agi_validation_failed:self_check,,0,0.000,9059,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:bid_half_spread_bps|agi_validation_failed:ask_half_spread_bps|agi_validation_failed:update_ms|agi_validation_failed:max_quote_size_usd|agi_validation_failed:hedge_rate_usd_per_sec|agi_validation_failed:expected_20m_pnl_usd|agi_validation_failed:self_check,,0,0.000,4256,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:bid_half_spread_bps|agi_validation_failed:ask_half_spread_bps|agi_validation_failed:update_ms|agi_validation_failed:max_quote_size_usd|agi_validation_failed:hedge_rate_usd_per_sec|agi_validation_failed:expected_20m_pnl_usd|agi_validation_failed:self_check,,0,0.000,814,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:bid_half_spread_bps|agi_validation_failed:ask_half_spread_bps|agi_validation_failed:update_ms|agi_validation_failed:max_quote_size_usd|agi_validation_failed:hedge_rate_usd_per_sec|agi_validation_failed:expected_20m_pnl_usd|agi_validation_failed:self_check,
AGI-106,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,4254,0,0.333,1309,agi_validation_failed:intent|agi_validation_failed:half_spread_bps|agi_validation_failed:quote_size_usd|agi_validation_failed:inventory_stop_usd|agi_validation_failed:expected_hourly_pnl_usd|agi_validation_failed:self_check,,0,0.222,2048,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:half_spread_bps|agi_validation_failed:quote_size_usd|agi_validation_failed:inventory_stop_usd|agi_validation_failed:expected_hourly_pnl_usd|agi_validation_failed:self_check,,0,0.222,11121,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:half_spread_bps|agi_validation_failed:quote_size_usd|agi_validation_failed:inventory_stop_usd|agi_validation_failed:expected_hourly_pnl_usd|agi_validation_failed:self_check,,0,0.222,2538,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:half_spread_bps|agi_validation_failed:quote_size_usd|agi_validation_failed:inventory_stop_usd|agi_validation_failed:expected_hourly_pnl_usd|agi_validation_failed:self_check,
AGI-107,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.143,4684,0,0.143,5223,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.BTC_put_spread.notional_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check,,0,0.143,4737,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.BTC_put_spread.notional_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check,,0,0.143,4735,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.BTC_put_spread.notional_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check,,0,0.143,4040,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.SOL_short.notional_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check,
AGI-108,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.333,5500,0,0.333,9246,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|agi_validation_failed:false_break_upside_capture_pct|agi_validation_failed:crisis_var_reduction_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check,,0,0.417,6299,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:false_break_upside_capture_pct|agi_validation_failed:crisis_var_reduction_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check,,0,0.417,980,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|agi_validation_failed:crisis_var_reduction_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check,,0,0.167,5473,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.ETH_put_spread.notional_usd|agi_validation_failed:hedge_legs.SOL_AI_correlation_short.notional_usd|agi_validation_failed:crowding_score|agi_validation_failed:false_break_upside_capture_pct|agi_validation_failed:crisis_var_reduction_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check,
AGI-109,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.125,6224,0,0.100,4372,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:trigger_rule|agi_validation_failed:selected_hedges|agi_validation_failed:hedge_notional_usd.BTC_perp_short|agi_validation_failed:hedge_notional_usd.FET_RNDR_basket_short|agi_validation_failed:confirmed_regime_residual_var_usd|agi_validation_failed:false_break_upside_capture_pct|agi_validation_failed:self_check,,0,0.200,4859,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:trigger_rule|agi_validation_failed:selected_hedges|agi_validation_failed:hedge_notional_usd.BTC_perp_short|agi_validation_failed:confirmed_regime_residual_var_usd|agi_validation_failed:false_break_upside_capture_pct|agi_validation_failed:self_check,,0,0.200,10682,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:trigger_rule|agi_validation_failed:selected_hedges|agi_validation_failed:hedge_notional_usd.FET_RNDR_basket_short|agi_validation_failed:confirmed_regime_residual_var_usd|agi_validation_failed:false_break_upside_capture_pct|agi_validation_failed:self_check,,0,0.000,4984,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:trigger_rule|agi_validation_failed:selected_hedges|agi_validation_failed:hedge_notional_usd.BTC_perp_short|agi_validation_failed:hedge_notional_usd.ETH_put_spread|agi_validation_failed:hedge_notional_usd.FET_RNDR_basket_short|agi_validation_failed:confirmed_regime_residual_var_usd|agi_validation_failed:false_break_upside_capture_pct|agi_validation_failed:self_check,
AGI-110,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.558,3839,0,0.538,2476,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,,0,0.538,1904,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,,0,0.538,7172,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,,0,0.615,3804,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,
