id,tier,base_pass,tuned_pass,base_score,tuned_score,delta,tuned_only,base_only,base_failures,tuned_failures
"L9-068","L9","true","false","1","0","-1","false","true","","l9_expected_value_mismatch"
"L9-069","L9","true","false","1","0","-1","false","true","","l9_expected_value_mismatch"
"L9-070","L9","true","true","1","1","0","false","false","",""
"L9-071","L9","true","true","1","1","0","false","false","",""
"L9-072","L9","true","true","1","1","0","false","false","",""
"L9-073","L9","true","true","1","1","0","false","false","",""
"L9-074","L9","true","true","1","1","0","false","false","",""
"L9-075","L9","true","true","1","1","0","false","false","",""
"L9-076","L9","true","true","1","1","0","false","false","",""
"L9-077","L9","false","true","0","1","1","true","false","l9_expected_value_mismatch",""
"L9-078","L9","false","false","0","0","0","false","false","l9_expected_value_mismatch","l9_expected_value_mismatch"
"L9-079","L9","false","true","0","1","1","true","false","l9_expected_value_mismatch",""
"L9-080","L9","true","true","1","1","0","false","false","",""
"L9-081","L9","true","true","1","1","0","false","false","",""
"L10-001","L10","false","true","0","1","1","true","false","l10_expected_value_out_of_range",""
"L10-002","L10","false","true","0","1","1","true","false","mismatch_fieldname",""
"L10-003","L10","false","false","0","0","0","false","false","mismatch_fieldname","mismatch_fieldname"
"L10-004","L10","false","false","0","0","0","false","false","l10_expected_value_out_of_range","l10_expected_value_out_of_range"
"L10-005","L10","true","true","0.7","1","0.3","false","false","",""
"L10-006","L10","true","false","1","0","-1","false","true","","l10_expected_value_out_of_range"
"L10-007","L10","false","false","0","0","0","false","false","l10_expected_value_out_of_range","l10_expected_value_out_of_range"
"L10-008","L10","true","false","1","0","-1","false","true","","l10_expected_value_out_of_range"
"L10-009","L10","true","true","1","1","0","false","false","",""
"L10-010","L10","true","true","1","1","0","false","false","",""
"L10-011","L10","false","false","0","0","0","false","false","l10_expected_value_out_of_range","l10_expected_value_out_of_range"
"L10-012","L10","true","true","1","1","0","false","false","",""
"L10-013","L10","true","false","1","0","-1","false","true","","l10_expected_value_out_of_range"
"L10-014","L10","false","false","0","0","0","false","false","l10_expected_value_out_of_range","l10_expected_value_out_of_range"
"L10-015","L10","false","false","0","0","0","false","false","mismatch_fieldname","l10_expected_value_out_of_range"
"L10-016","L10","true","false","1","0","-1","false","true","","l10_expected_value_out_of_range"
"L10-017","L10","false","true","0","1","1","true","false","l10_expected_value_out_of_range",""
"L10-018","L10","true","true","1","0.7","-0.3","false","false","",""
"L10-019","L10","true","false","1","0","-1","false","true","","l10_expected_value_out_of_range"
"L10-020","L10","true","true","1","1","0","false","false","",""
"L10-021","L10","true","true","1","1","0","false","false","",""
"L10-022","L10","false","false","0","0","0","false","false","l10_expected_value_out_of_range","mismatch_fieldname"
"L10-023","L10","false","true","0.4","0.7","0.3","true","false","",""
"L10-024","L10","false","false","0","0","0","false","false","l10_expected_value_out_of_range","l10_expected_value_out_of_range"
"L10-025","L10","false","false","0","0","0","false","false","l10_expected_value_out_of_range","l10_expected_value_out_of_range"
"L10-026","L10","false","true","0","1","1","true","false","mismatch_fieldname",""
"L10-027","L10","true","true","1","1","0","false","false","",""
"L10-028","L10","true","true","1","1","0","false","false","",""
"L10-029","L10","true","true","1","1","0","false","false","",""
"L10-030","L10","true","true","1","1","0","false","false","",""
"L10-031","L10","false","false","0","0","0","false","false","l10_expected_value_out_of_range","l10_expected_value_out_of_range"
"L10-032","L10","true","false","1","0","-1","false","true","","l10_expected_value_out_of_range"
"L10-033","L10","true","true","1","0.7","-0.3","false","false","",""
"L10-034","L10","false","true","0.4","1","0.6","true","false","",""
"L10-035","L10","true","true","1","1","0","false","false","",""
"L10-036","L10","true","true","1","1","0","false","false","",""
"L10-037","L10","true","true","1","1","0","false","false","",""
"L10-038","L10","true","true","1","1","0","false","false","",""
"L10-039","L10","true","true","1","1","0","false","false","",""
"L10-040","L10","true","true","1","1","0","false","false","",""
"L10-041","L10","true","true","1","1","0","false","false","",""
"L10-042","L10","true","true","1","1","0","false","false","",""
"L10-043","L10","false","false","0","0","0","false","false","l10_expected_value_out_of_range","l10_expected_value_out_of_range"
"L10-044","L10","false","false","0","0","0","false","false","l10_expected_value_out_of_range","l10_expected_value_out_of_range"
"L10-045","L10","true","false","1","0","-1","false","true","","l10_expected_value_out_of_range"
"L10-046","L10","false","false","0","0","0","false","false","l10_expected_value_out_of_range","mismatch_fieldname"
"L10-047","L10","true","true","1","1","0","false","false","",""
"L10-048","L10","true","true","1","1","0","false","false","",""
"L10-049","L10","false","true","0.4","1","0.6","true","false","",""
"L10-050","L10","true","false","1","0","-1","false","true","","mismatch_fieldname"
"L10-051","L10","true","true","0.7","0.7","0","false","false","",""
"L10-052","L10","true","false","1","0","-1","false","true","","mismatch_fieldname"
"L10-053","L10","true","true","1","1","0","false","false","",""
"L10-054","L10","true","true","1","1","0","false","false","",""
"L10-055","L10","false","true","0","1","1","true","false","mismatch_fieldname",""
"L10-056","L10","false","false","0","0","0","false","false","l10_expected_value_out_of_range","l10_expected_value_out_of_range"
"L10-057","L10","true","false","0.7","0.4","-0.3","false","true","",""
"L10-058","L10","true","false","1","0","-1","false","true","","l10_expected_value_out_of_range"
"L10-059","L10","true","true","1","1","0","false","false","",""
"L10-060","L10","false","true","0","0.7","0.7","true","false","mismatch_fieldname",""
"L10-061","L10","false","false","0","0","0","false","false","l10_expected_value_out_of_range","l10_expected_value_out_of_range"
"L10-062","L10","true","false","1","0","-1","false","true","","l10_expected_value_out_of_range"
"L10-063","L10","true","true","1","1","0","false","false","",""
"L10-064","L10","true","false","1","0","-1","false","true","","l10_expected_value_out_of_range"
"L10-065","L10","true","true","1","1","0","false","false","",""
"L10-066","L10","true","true","1","1","0","false","false","",""
"L10-067","L10","true","false","1","0.4","-0.6","false","true","",""
"L10-068","L10","true","true","1","1","0","false","false","",""
"L10-069","L10","true","false","1","0","-1","false","true","","l10_expected_value_out_of_range"
