question_id,level,pass_count,pass_models,fail_models,avg_score,avg_duration_ms,llama33_70b_pass,llama33_70b_score,llama33_70b_duration_ms,llama33_70b_failures,llama4_maverick_pass,llama4_maverick_score,llama4_maverick_duration_ms,llama4_maverick_failures,llama4_scout_pass,llama4_scout_score,llama4_scout_duration_ms,llama4_scout_failures,llama31_8b_pass,llama31_8b_score,llama31_8b_duration_ms,llama31_8b_failures
AGI-015,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.673,4177,0,0.192,4352,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:expected_eth_received,0,0.923,4959,agi_validation_failed:intent|agi_validation_failed:effective_price,0,0.885,3130,agi_validation_failed:intent|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:effective_price,0,0.692,4266,agi_validation_failed:intent|agi_validation_failed:venue_allocation_usd.Velodrome_Optimism|agi_validation_failed:venue_allocation_usd.Uniswap_Arbitrum|agi_validation_failed:venue_allocation_usd.Kraken|agi_validation_failed:venue_allocation_usd.Curve_ETH|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:expected_eth_received|agi_validation_failed:effective_price
AGI-021,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.225,2702,0,0.200,2950,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:risk_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd,0,0.300,3764,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:worst_case_residual_pnl_usd,0,0.200,3094,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:risk_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd,0,0.200,1001,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:risk_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd
AGI-022,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,5231,0,0.200,7756,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:risk_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd,0,0.300,3810,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:worst_case_residual_pnl_usd,0,0.200,4629,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:risk_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd,0,0.300,4730,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:worst_case_residual_pnl_usd
AGI-023,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.200,3776,0,0.200,904,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:risk_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd,0,0.200,4639,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:risk_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd,0,0.200,3981,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:risk_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd,0,0.200,5578,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:risk_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd
AGI-024,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.409,5615,0,0.636,7885,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:self_check,0,0.636,1800,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:self_check,0,0.091,2176,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|missing_field|missing_field|missing_field|missing_field|agi_validation_failed:expected_avg_price|missing_field|agi_validation_failed:self_check,0,0.273,10598,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:venue_fills.Dark_RFQ|agi_validation_failed:venue_fills.Internalizer|agi_validation_failed:venue_fills.RFQ_A|agi_validation_failed:venue_fills.hidden_public|agi_validation_failed:self_check
AGI-025,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.432,5679,0,0.636,8465,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_fills.RFQ_A|agi_validation_failed:self_check,0,0.636,7895,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:self_check,0,0.273,5395,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_fills.CEX_Y|agi_validation_failed:venue_fills.Dark_RFQ|agi_validation_failed:venue_fills.RFQ_A|agi_validation_failed:venue_fills.hidden_public|agi_validation_failed:expected_slippage_pct|agi_validation_failed:self_check,0,0.182,961,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:venue_fills.CEX_Y|agi_validation_failed:venue_fills.Dark_RFQ|agi_validation_failed:venue_fills.RFQ_A|agi_validation_failed:venue_fills.hidden_public|agi_validation_failed:expected_slippage_pct|agi_validation_failed:self_check
AGI-026,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.364,5473,0,0.545,5601,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:expected_slippage_pct|agi_validation_failed:self_check,0,0.636,2566,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:self_check,0,0.182,2565,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|missing_field|missing_field|missing_field|missing_field|agi_validation_failed:expected_slippage_pct|agi_validation_failed:self_check,0,0.091,11158,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:venue_fills.Internalizer|agi_validation_failed:venue_fills.Dark_RFQ|agi_validation_failed:venue_fills.CEX_Y|agi_validation_failed:venue_fills.hidden_public|agi_validation_failed:expected_avg_price|agi_validation_failed:expected_slippage_pct|agi_validation_failed:self_check
AGI-027,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.143,3458,0,0.000,2951,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_units|agi_validation_failed:net_exposure_units|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,0,0.286,3706,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,0,0.000,3744,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_units|agi_validation_failed:net_exposure_units|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,0,0.286,3431,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check
AGI-028,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.286,4888,0,0.286,8077,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,0,0.286,6611,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,0,0.286,2807,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,0,0.286,2056,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check
AGI-029,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.286,4412,0,0.286,6157,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,0,0.286,4294,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,0,0.286,3504,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check,0,0.286,3694,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check
AGI-030,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.364,4593,0,0.000,5158,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field,0,0.636,3550,agi_validation_failed:intent|agi_validation_failed:chosen_strategy,0,0.455,3799,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd,0,0.364,5864,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:allocation_usd.Curve_3pool|agi_validation_failed:allocation_usd.GMX_GLP
AGI-031,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.341,6515,0,0.273,5761,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:liquidity_48h_usd|agi_validation_failed:allocation_usd.EigenLayer_AVS,0,0.545,3770,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:liquidity_48h_usd,0,0.455,5823,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:liquidity_48h_usd,0,0.091,10704,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:allocation_usd.Aave_USDC|agi_validation_failed:allocation_usd.Symbiotic_AVS|agi_validation_failed:allocation_usd.EigenLayer_AVS|agi_validation_failed:allocation_usd.Pendle_PT
AGI-032,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,5715,0,0.400,13332,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:allocation_usd.Ethena_USDe|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:self_check,0,0.100,2991,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:allocation_usd.Aave_USDC|agi_validation_failed:allocation_usd.GMX_GLP|agi_validation_failed:allocation_usd.Ethena_USDe|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:liquidity_48h_usd|agi_validation_failed:self_check,0,0.400,4488,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:allocation_usd.Ethena_USDe|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:self_check,0,0.100,2050,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:allocation_usd.Aave_USDC|agi_validation_failed:allocation_usd.GMX_GLP|missing_field|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:liquidity_48h_usd|agi_validation_failed:self_check
AGI-033,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,4449,0,0.125,4084,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|missing_field|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check,0,0.375,3444,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_loss_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check,0,0.375,3495,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check,0,0.125,6773,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Alpha|agi_validation_failed:route_allocation_usd.Delta|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check
AGI-034,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.281,2733,0,0.375,3991,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_loss_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check,0,0.375,2567,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check,0,0.250,3654,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check,0,0.125,720,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Gamma|agi_validation_failed:route_allocation_usd.Sigma|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check
AGI-035,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.219,4240,0,0.125,4578,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|missing_field|agi_validation_failed:expected_loss_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check,0,0.375,6951,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_loss_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check,0,0.250,4533,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check,0,0.125,897,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Alpha|agi_validation_failed:route_allocation_usd.Sigma|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check
AGI-036,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,3821,0,0.375,2373,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band,0,0.000,2236,agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field,0,0.375,1659,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band,0,0.250,9015,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band|agi_validation_failed:expected_avg_price
AGI-037,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.344,2555,0,0.375,2022,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band,0,0.375,4380,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band,0,0.250,2232,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band|agi_validation_failed:expected_avg_price,0,0.375,1587,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band
AGI-038,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.286,3303,0,0.286,2802,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band|agi_validation_failed:expected_avg_price|agi_validation_failed:self_check,0,0.286,6274,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band|agi_validation_failed:expected_avg_price|agi_validation_failed:self_check,0,0.286,2253,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band|agi_validation_failed:expected_avg_price|agi_validation_failed:self_check,0,0.286,1882,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band|agi_validation_failed:expected_avg_price|agi_validation_failed:self_check
AGI-039,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.188,13728,0,0.000,2292,agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field,0,0.250,1426,agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check,0,0.250,2651,agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check,0,0.250,48544,agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check
AGI-040,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.188,2934,0,0.000,2097,agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field,0,0.250,5285,agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check,0,0.250,3055,agi_validation_failed:intent|agi_validation_failed:vote|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check,0,0.250,1297,agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check
AGI-041,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.188,3348,0,0.000,3963,agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field,0,0.250,1828,agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check,0,0.250,2416,agi_validation_failed:intent|agi_validation_failed:vote|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check,0,0.250,5183,agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check
AGI-042,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.306,7503,0,0.333,14584,agi_validation_failed:intent|agi_validation_failed:actions|agi_validation_failed:priority_order|agi_validation_failed:latest_direct_neutralization_min|agi_validation_failed:expected_execution_cost_usd|agi_validation_failed:self_check,0,0.222,2442,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:actions|agi_validation_failed:priority_order|agi_validation_failed:latest_direct_neutralization_min|agi_validation_failed:expected_execution_cost_usd|agi_validation_failed:self_check,0,0.333,6580,agi_validation_failed:intent|agi_validation_failed:actions|agi_validation_failed:priority_order|agi_validation_failed:latest_direct_neutralization_min|agi_validation_failed:expected_execution_cost_usd|agi_validation_failed:self_check,0,0.333,6404,agi_validation_failed:intent|agi_validation_failed:actions|agi_validation_failed:priority_order|agi_validation_failed:latest_direct_neutralization_min|agi_validation_failed:expected_execution_cost_usd|agi_validation_failed:self_check
AGI-043,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.139,8144,0,0.222,5402,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:actions|agi_validation_failed:priority_order|agi_validation_failed:latest_direct_neutralization_min|agi_validation_failed:expected_execution_cost_usd|agi_validation_failed:self_check,0,0.111,4494,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:actions|agi_validation_failed:priority_order|agi_validation_failed:latest_direct_neutralization_min|agi_validation_failed:margin_notional_reduced_usd|agi_validation_failed:expected_execution_cost_usd|agi_validation_failed:self_check,0,0.222,8520,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:actions|agi_validation_failed:priority_order|agi_validation_failed:latest_direct_neutralization_min|agi_validation_failed:expected_execution_cost_usd|agi_validation_failed:self_check,0,0.000,14159,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:actions|agi_validation_failed:priority_order|agi_validation_failed:direct_stablecoin_neutralized_usd|agi_validation_failed:latest_direct_neutralization_min|agi_validation_failed:margin_notional_reduced_usd|agi_validation_failed:expected_execution_cost_usd|agi_validation_failed:self_check
AGI-044,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.222,7757,0,0.222,3641,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:actions|agi_validation_failed:priority_order|agi_validation_failed:latest_direct_neutralization_min|agi_validation_failed:expected_execution_cost_usd|agi_validation_failed:self_check,0,0.333,9855,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:actions|agi_validation_failed:priority_order|agi_validation_failed:latest_direct_neutralization_min|agi_validation_failed:self_check,0,0.222,10675,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:actions|agi_validation_failed:priority_order|agi_validation_failed:latest_direct_neutralization_min|agi_validation_failed:expected_execution_cost_usd|agi_validation_failed:self_check,0,0.111,6858,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:actions|agi_validation_failed:priority_order|agi_validation_failed:latest_direct_neutralization_min|agi_validation_failed:margin_notional_reduced_usd|agi_validation_failed:expected_execution_cost_usd|agi_validation_failed:self_check
AGI-045,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.071,7895,0,0.143,22560,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_steps|agi_validation_failed:expected_tokens|agi_validation_failed:completion_minutes|agi_validation_failed:self_check,0,0.000,1879,agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field,0,0.143,6505,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_steps|agi_validation_failed:expected_tokens|agi_validation_failed:completion_minutes|agi_validation_failed:self_check,0,0.000,634,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_steps|agi_validation_failed:expected_tokens|agi_validation_failed:completion_minutes|agi_validation_failed:total_fee_usd|agi_validation_failed:self_check
AGI-046,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.071,2931,0,0.143,4932,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_steps|agi_validation_failed:expected_tokens|agi_validation_failed:completion_minutes|agi_validation_failed:self_check,0,0.000,1376,agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field,0,0.143,3339,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_steps|agi_validation_failed:expected_tokens|agi_validation_failed:completion_minutes|agi_validation_failed:self_check,0,0.000,2076,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_steps|agi_validation_failed:expected_tokens|agi_validation_failed:completion_minutes|agi_validation_failed:total_fee_usd|agi_validation_failed:self_check
AGI-047,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.071,3011,0,0.143,3502,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_steps|agi_validation_failed:expected_tokens|agi_validation_failed:completion_minutes|agi_validation_failed:self_check,0,0.000,1435,agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field,0,0.143,4044,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_steps|agi_validation_failed:expected_tokens|agi_validation_failed:completion_minutes|agi_validation_failed:self_check,0,0.000,3061,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_steps|agi_validation_failed:expected_tokens|agi_validation_failed:completion_minutes|agi_validation_failed:total_fee_usd|agi_validation_failed:self_check
